IDmaster,Species1,Accepted_name_TNRS2022,LA,LDMC,LMA,Lth,Nmass,SM,SSD,H,Biogeo_status,Ende_status,Lineage,Lineage_Source,Accepted_family_TNRS2022,Growth_form
297,Pimpinella dendrotragium,Pimpinella dendroselinum,3378.106667,268.0335178,70.7825488,0.164666667,20.32807333,1.844,0.377317667,0.4,CE,Cla,Pimpinella,_No phylogeny available; assertion based on morphology,Apiaceae,herb
298,Pimpinella rupicola,Pimpinella anagodendron,1273.653,272.0545259,82.87631456,0.117666667,19.53265,NA,0.374836667,0.7,TE,Cla,Pimpinella,_No phylogeny available; assertion based on morphology,Apiaceae,herb
299,Pinus canariensis,Pinus canariensis,774.4557895,547.7044432,273.0949951,0.6195,11.10948,114.01,0.626685,25,CE,non_Cla,,,Pinaceae,tree
300,Pistacia atlantica,Pistacia atlantica,6363.13,462.3786354,114.5138739,0.161666667,18.013075,47.98333333,0.473853333,10,NNE,NNE,,,Anacardiaceae,tree
301,Pistacia lentiscus,Pistacia lentiscus,2976.551333,454.4934173,177.8343259,0.282,12.44972,15.21142857,0.661583,8,NNE,NNE,,,Anacardiaceae,shrub
302,Plantago arborescens,Plantago arborescens,47.323,190.542328,49.30653875,0.247,20.99565,1.048,0.569052333,0.6,CE,Cla,Plantago_a,"RØNSTED, NINA, et al. ""Phylogenetic relationships within Plantago (Plantaginaceae): evidence from nuclear ribosomal ITS and plastid trnL-F sequence data."" Botanical Journal of the Linnean Society 139.4 (2002): 323-338.",Plantaginaceae,herb
303,Plantago asphodeloides,Plantago asphodeloides,61.43933333,190.5670897,42.31816751,0.519,11.55099667,NA,NA,0.2,CE,non_Cla,,,Plantaginaceae,herb
304,Plantago webbii,Plantago webbii,29.628,323.7153518,103.7869583,0.568,12.2233425,2.952,0.5101255,0.3,CE,Cla,Plantago_a,"RØNSTED, NINA, et al. ""Phylogenetic relationships within Plantago (Plantaginaceae): evidence from nuclear ribosomal ITS and plastid trnL-F sequence data."" Botanical Journal of the Linnean Society 139.4 (2002): 323-338.",Plantaginaceae,herb
305,Pleiomeris canariensis,Pleiomeris canariensis,10708.028,394.4927536,127.1009004,0.242,12.14836,74.315,0.750094,10,CE,non_Cla,,,Primulaceae,tree
306,Plocama pendula,Plocama pendula,60.30064516,484.9586777,239.544148,0.769666667,12.80906,7.8,0.424902,4,CE,non_Cla,,,Rubiaceae,shrub
307,Poa bulbosa,Poa bulbosa,NA,NA,NA,NA,NA,0.8097,NA,0.4,CE,Cla,Poa,"Scholz, Hildemar. ""Poa pitardiana (Gramineae), ein neuer Endemit der Kanarenflora."" Willdenowia (1983): 129-132.",Poaceae,herb
308,Poa pitardiana,Poa pitardiana,NA,NA,NA,NA,NA,NA,NA,0.3,CE,Cla,Poa,"Scholz, Hildemar. ""Poa pitardiana (Gramineae), ein neuer Endemit der Kanarenflora."" Willdenowia (1983): 129-132.",Poaceae,herb
309,Polycarpaea aristata,Polycarpaea aristata,8.507,281.7228256,74.4484934,0.375333333,10.05571667,0.034,0.714480333,0.1,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,herb
310,Polycarpaea carnosa,Polycarpaea carnosa,192.305,120.6372607,201.0694816,0.976666667,11.93104333,0.048,0.339642667,0.25,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,herb
311,Polycarpaea divaricata,Polycarpaea divaricata,78.99473684,135.5119217,35.86736847,NA,14.58093333,0.036,0.560687333,0.12,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,herb
312,Polycarpaea filifolia,Polycarpaea filifolia,NA,NA,NA,NA,NA,0.066,NA,0.4,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,herb
313,Polycarpaea latifolia,Polycarpaea latifolia,114.878,123.0364259,41.83278493,0.347666667,20.58997333,0.043,0.256137667,0.4,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,herb
314,Polycarpaea nivea,Polycarpaea nivea,53.63344828,170.2314615,135.6926862,1.505333333,14.61065667,0.437,0.859171667,0.2,NNE,non_Cla,,,Caryophyllaceae,herb
315,Polycarpaea tenuis,Polycarpaea tenuis,4.299,306.9264069,96.92176475,0.339,7.537986667,NA,0.5817575,NA,CE,Cla,Polycarpaea,"Kool, Anneleen, and Mats Thulin. ""A giant spurrey on a tiny island: on the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumscriptions of Spergula, Spergularia and Rhodalsine."" Taxon 66.3 (2017): 615-622.",Caryophyllaceae,shrub
316,Polygonum balansae,Polygonum balansae,NA,NA,NA,NA,NA,NA,NA,0.5,NNE,NNE,,,Polygonaceae,herb
317,Polygonum maritimum,Polygonum maritimum,NA,NA,NA,NA,NA,2.234,NA,0.6,NNE,NNE,,,Polygonaceae,herb
318,Portulaca canariensis,Portulaca canariensis,NA,NA,NA,NA,NA,NA,NA,0.2,CE,non_Cla,,,Portulacaceae,herb
319,Prunus lusitanica,Prunus lusitanica,4794.705,473.9629303,223.9970968,0.598,13.50632,191.92,0.547907,10,NNE,NNE,,,Rosaceae,tree
320,Pterocephalus dumetorus,Pterocephalus dumetorum,2238.996774,283.4543513,75.4802338,0.253,17.09854667,2.685,0.459977667,1.5,CE,Cla,Pterocephalus,_No phylogeny available; assertion based on morphology,Caprifoliaceae,herb
321,Pterocephalus lasiospermus,Pterocephalus lasiospermus,529.9056667,173.7071569,91.84024578,0.213,17.58183333,NA,0.401226333,0.1,TE,Cla,Pterocephalus,_No phylogeny available; assertion based on morphology,Caprifoliaceae,herb
322,Pterocephalus virens,Pterocephalus virens,444.2843333,247.6694464,82.77957134,0.315,13.26789,2.532,0.403279667,0.3,TE,Cla,Pterocephalus,_No phylogeny available; assertion based on morphology,Caprifoliaceae,shrub
323,Ranunculus cortusifolius,Ranunculus cortusifolius,40449.76273,121.9965791,32.27047978,0.318666667,25.1951975,0.607,0.145436,1,MAC,non_Cla,,,Ranunculaceae,herb
324,Reichardia crystallina,Reichardia crystallina,230.117,115.2484379,130.3684647,0.66175,16.12251667,0.638,0.423631667,0.2,CE,Cla,Reichardia,"Siljak-Yakovlev, Sonja, et al. ""Evolutionary implications of heterochromatin and rDNA in chromosome number and genome size changes during dysploidy: A case study in Reichardia genus."" PloS one 12.8 (2017): e0182318.",Asteraceae,herb
325,Reichardia ligulata,Reichardia ligulata,1212.567333,87.19859263,87.69272469,0.791666667,12.11414667,0.57,0.231625,0.5,CE,Cla,Reichardia,"Siljak-Yakovlev, Sonja, et al. ""Evolutionary implications of heterochromatin and rDNA in chromosome number and genome size changes during dysploidy: A case study in Reichardia genus."" PloS one 12.8 (2017): e0182318.",Asteraceae,herb
326,Reseda scoparia,Reseda scoparia,39.64166667,241.128663,97.54046668,0.765,25.70317,0.174,0.681467667,0.7,CE,non_Cla,,,Resedaceae,herb
327,Retama rhodorhizoides,Retama rhodorhizoides,NA,NA,NA,NA,NA,47.63,0.974122,4,CE,non_Cla,,,Fabaceae,shrub
328,Rhamnus crenulata,Rhamnus crenulata,479.909,438.4182582,142.0409911,0.26075,14.4899175,17.195,0.718644,3,CE,non_Cla,,,Rhamnaceae,shrub
329,Rhamnus glandulosa,Rhamnus glandulosa,4446.861,397.7470815,100.4079057,0.1905,23.326685,30.628,0.607551,8,MAC,non_Cla,,,Rhamnaceae,shrub
330,Rhamnus integrifolia,Rhamnus integrifolia,823.0856667,448.8165055,135.6683407,0.231333333,14.21969667,NA,0.811966,1.2,TE,non_Cla,,,Rhamnaceae,shrub
331,Rhus coriaria,Rhus coriaria,8868.524,393.9207242,100.7307793,0.2,21.14031,6.928571429,0.449862,2,NNE,NNE,,,Anacardiaceae,shrub
332,Romulea columnae,Romulea columnae,628.1718182,244.2385228,136.6401636,0.553,19.43869667,1.749,0.264435333,0.45,NNE,NNE,,,Iridaceae,herb
333,Rubia fruticosa,Rubia fruticosa,213.331,204.0174228,63.02256431,0.289333333,14.40110667,9.024,0.509782,2,MAC,non_Cla,,,Rubiaceae,shrub
334,Rubia peregrina,Rubia peregrina,297.735,265.625,57.09775471,0.056,13.85153,26.778,0.408449,2.5,NNE,NNE,,,Rubiaceae,shrub
335,Rubus bollei,Rubus bollei,6294.541734,257.1362825,38.19181923,0.1553,26.70449333,NA,0.238154,8,MAC,non_Cla,,,Rosaceae,shrub
336,Rubus palmensis,Rubus palmensis,6808.909334,269.7654186,45.45025518,0.172,22.76885,NA,0.219926667,5,CE,non_Cla,,,Rosaceae,shrub
337,Rumex bucephalophorus,Rumex bucephalophorus,121.412,87.77766196,20.13255142,0.2315,24.27085,0.944,0.108437667,0.4,NNE,NNE,,,Polygonaceae,herb
338,Rumex lunaria,Rumex lunaria,3462.2295,220.3540726,42.74702183,0.39,22.34815,0.6,0.300916,3,CE,non_Cla,,,Polygonaceae,shrub
339,Rumex maderensis,Rumex maderensis,5477.482667,125.2436979,34.2614807,0.335333333,25.584675,0.446,0.229543333,1,MAC,non_Cla,,,Polygonaceae,herb
340,Ruppia maritima,Ruppia maritima,NA,NA,NA,NA,NA,1.22,NA,0.4,NNE,NNE,,,Ruppiaceae,herb
341,Ruta pinnata,Ruta pinnata,1148.983667,298.6679694,87.32355058,0.248,18.43741667,55.63,0.645703,1.5,CE,Cla,Ruta,"Salvo, Gabriele, et al. ""Tracing the temporal and spatial origins of island endemics in the Mediterranean region: a case study from the citrus family (Ruta L., Rutaceae)."" Systematic Biology 59.6 (2010): 705-722.",Rutaceae,shrub
342,Salix canariensis,Salix pedicellata subsp. canariensis,2309.1255,413.2172946,70.37296154,0.1455,26.22989,NA,NA,10,MAC,non_Cla,,,Salicaceae,tree
343,Salsola divaricata,Salsola divaricata,49.368,142.2309727,173.3038946,2.085333333,12.52033667,NA,0.536756,2.5,CE,non_Cla,,,Amaranthaceae,shrub
344,Salsola vermiculata,Caroxylon vermiculatum,NA,NA,NA,NA,NA,2.138,NA,1,NNE,NNE,,,Amaranthaceae,herb
345,Salvia aegyptiaca,Salvia aegyptiaca,54.729,250.5943051,86.48674986,0.312,20.32867667,0.256,0.647865,0.2,CE,Cla,Salvia_a,"Will, Maria, and Regine Claßen-Bockhoff. ""Why Africa matters: evolution of old world Salvia (Lamiaceae) in Africa."" Annals of Botany 114.1 (2014): 61-83.",Lamiaceae,herb
346,Salvia broussonetii,Salvia broussonetii,25377.67533,262.1938637,94.72892881,0.472,11.76797333,2.07,0.255856,0.8,TE,Cla,Salvia_b,"Dizkirici, Ayten, et al. ""A molecular phylogeny of Salvia euphratica sensu lato (Salvia L., Lamiaceae) and its closely related species with a focus on the section Hymenosphace."" Plant systematics and evolution 301.10 (2015): 2313-2323.",Lamiaceae,shrub
347,Salvia canariensis,Salvia canariensis,9186.609091,245.3647743,96.60194796,0.609,22.33139,2.124,0.374666,2,CE,Cla,Salvia_b,"Dizkirici, Ayten, et al. ""A molecular phylogeny of Salvia euphratica sensu lato (Salvia L., Lamiaceae) and its closely related species with a focus on the section Hymenosphace."" Plant systematics and evolution 301.10 (2015): 2313-2323.",Lamiaceae,tree
348,Sambucus nigra,Sambucus nigra,19511.688,190.7634864,49.09877608,0.254,33.41199,18.59428571,0.357651,6,CE,non_Cla,,,Viburnaceae,tree
349,Sanguisorba megacarpa,Sanguisorba megacarpa,1073.729,267.5918099,53.39646534,0.119,21.63881333,NA,0.341801667,0.8,MAC,non_Cla,,,Rosaceae,herb
350,Schizogyne glaberrima,Schizogyne glaberrima,NA,NA,NA,NA,NA,0.067,NA,1,CE,Cla,Schizogyne,_No phylogeny available; assertion based on morphology,Asteraceae,shrub
351,Schizogyne sericea,Schizogyne sericea,81.295,167.4161886,143.510261,1.337,22.83480333,0.13,0.642099333,1.5,MAC,Cla,Schizogyne,_No phylogeny available; assertion based on morphology,Asteraceae,shrub
352,Scilla dasyantha,Scilla haemorrhoidalis,NA,NA,NA,NA,NA,NA,NA,NA,CE,non_Cla,,,Asparagaceae,herb
353,Scilla haemorrhoidalis,Scilla haemorrhoidalis,2856.562667,59.73007558,34.07358588,0.4985,20.90828667,4.946,NA,0.2,CE,Cla,Scilla,_No phylogeny available; assertion based on morphology,Asparagaceae,herb
354,Scilla latifolia,Scilla latifolia,NA,NA,NA,NA,NA,4.106,NA,0.5,NNE,NNE,,,Asparagaceae,herb
355,Scrophularia arguta,Scrophularia arguta,243.4979167,111.3509947,59.89099838,0.549,35.13582333,0.073,0.145607333,0.4,NNE,NNE,,,Scrophulariaceae,herb
356,Scrophularia glabrata,Scrophularia glabrata,636.21,280.8150183,67.58774618,0.245333333,19.92721,0.095,0.404028,1,CE,Cla,Scrophularia,"Navarro-Pérez, María L., et al. ""Multiple windows of colonization to Macaronesia by the dispersal-unspecialized Scrophularia since the Late Miocene."" Perspectives in Plant Ecology, Evolution and Systematics 17.4 (2015): 263-273.",Scrophulariaceae,herb
357,Scrophularia smithii,Scrophularia smithii,9971.4255,134.1614503,34.69915109,0.281333333,28.40936667,0.078,0.288849333,1.5,TE,Cla,Scrophularia,"Navarro-Pérez, María L., et al. ""Multiple windows of colonization to Macaronesia by the dispersal-unspecialized Scrophularia since the Late Miocene."" Perspectives in Plant Ecology, Evolution and Systematics 17.4 (2015): 263-273.",Scrophulariaceae,shrub
358,Semele androgyna,Semele androgyna,3377.0335,293.6148696,75.55941233,0.381,17.24100667,89.244,0.274479,NA,MAC,Cla,Semele," Kim, Joo-Hwan, et al. ""Molecular phylogenetics of Ruscaceae sensu lato and related families (Asparagales) based on plastid and nuclear DNA sequences."" Annals of Botany 106.5 (2010): 775-790.",Liliaceae,shrub
359,Senecio palmensis,Bethencourtia palmensis,219.6193333,310.1285983,206.4177714,0.507666667,8.42916,NA,0.490805,0.4,CE,non_Cla,,,Asteraceae,shrub
360,Senecio teneriffae,Senecio teneriffae,550.529,116.7183721,41.77799898,0.279,22.285035,NA,0.167719,0.45,NNE,non_Cla,,,Asteraceae,herb
361,Serapias mascaensis,Serapias parviflora,NA,NA,NA,NA,NA,NA,NA,NA,TE,non_Cla,,,Orchidaceae,herb
362,Seseli webbii,Canaria tortuosa,7716.11,120.2985001,18.33104159,0.274333333,19.04116,0.982,0.190672,0.5,CE,non_Cla,,,Apiaceae,herb
363,Sideritis brevicaulis,Sideritis brevicaulis,644.789,353.1395252,118.6434632,0.6942,11.92722,0.204,0.5238385,0.8,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
364,Sideritis canariensis,Sideritis canariensis,3391.414,229.3512039,73.28968586,0.715666667,22.28737,0.906,0.528031333,2,CE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
365,Sideritis cretica,Sideritis cretica,2758.53,315.5626015,55.46432339,0.476,15.64734333,NA,0.559437,0.7,CE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
366,Sideritis cystosiphon,Sideritis cystosiphon,NA,NA,NA,NA,NA,0.927,NA,0.8,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
367,Sideritis dendro-chahorra,Sideritis dendrochahorra,2078.468667,323.5434326,66.79597126,0.404,19.2457,0.837777778,0.56396,1.5,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
368,Sideritis eriocephala,Sideritis eriocephala,646.94,384.1255694,123.4014489,0.728,12.06612667,0.744,0.334797333,0.8,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
369,Sideritis infernalis,Sideritis infernalis,1716.018,336.8326069,43.12309078,0.190666667,15.74272,NA,0.625876333,0.7,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
370,Sideritis kuegleriana,Sideritis kuegleriana,2103.601923,323.786646,86.46550377,0.405666667,15.23932333,NA,0.610405667,1,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
371,Sideritis lotsyi,Sideritis lotsyi,NA,NA,NA,NA,NA,0.84,NA,1.5,CE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
372,Sideritis macrostachys,Sideritis macrostachyos,5829.732,232.2318087,56.14895047,0.274,22.30004667,0.614,0.322803333,1.2,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,herb
373,Sideritis nervosa,Sideritis nervosa,1101.663,336.1396136,124.6600216,0.445333333,10.58378667,NA,0.569295333,0.5,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
374,Sideritis oroteneriffae,Sideritis oroteneriffae,1129.356,229.248771,73.49321206,0.522,12.125075,0.86,0.430412,1,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
375,Sideritis soluta,Sideritis soluta,986.004,333.9077153,61.86587478,0.413666667,20.65898667,0.882,0.6318885,1,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
376,Sideroxylon mirmulano,Sideroxylon mirmulano,2982.689333,468.4629516,183.2001053,0.249,15.05355,300.38,NA,NA,CE,non_Cla,,,Sapotaceae,tree
377,Silene berthelotiana,Silene berthelotiana,766.097,266.3433018,39.59463793,0.151,16.61622,0.469230769,0.400702667,0.8,CE,Cla,Silene,"Naciri, Yamama, et al. ""A phylogenetic circumscription of Silene sect. Siphonomorpha (Caryophyllaceae) in the Mediterranean Basin."" Taxon 66.1 (2017): 91-108.",Caryophyllaceae,herb
378,Silene lagunensis,Silene lagunensis,696.5656667,156.2969299,51.68213382,0.203,27.53578333,0.313,0.390176,0.3,TE,Cla,Silene,"Naciri, Yamama, et al. ""A phylogenetic circumscription of Silene sect. Siphonomorpha (Caryophyllaceae) in the Mediterranean Basin."" Taxon 66.1 (2017): 91-108.",Caryophyllaceae,herb
379,Silene nocteolens,Silene nocteolens,344.51,141.7910448,78.78726307,0.544,14.12932,0.818,NA,0.5,TE,Cla,Silene,"Naciri, Yamama, et al. ""A phylogenetic circumscription of Silene sect. Siphonomorpha (Caryophyllaceae) in the Mediterranean Basin."" Taxon 66.1 (2017): 91-108.",Caryophyllaceae,herb
380,Smilax aspera,Smilax aspera,4979.902,346.9040998,114.5270195,0.25,15.90853667,63.8,0.422150667,NA,CE,non_Cla,,,Smilacaceae,shrub
381,Smilax canariensis,Smilax canariensis,8504.7675,313.3863297,104.9999309,0.356,19.02388333,NA,0.437268,NA,MAC,non_Cla,,,Smilacaceae,shrub
382,Solanum vespertilio,Solanum vespertilio,5158.348,298.5323219,45.31004888,0.38,18.7784125,13.436,0.5446785,1.5,CE,Cla,Solanum,"Anderson, Gregory, et al. ""Phylogeny and biogeography of the Canarian Solanum vespertilio and S. lidii (Solanaceae)."" (2006).",Solanaceae,shrub
383,Sonchus acaulis,Sonchus acaulis,53969.191,87.61254716,77.98894002,0.441,25.32743,0.873,NA,1,CE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
384,Sonchus canariensis,Sonchus canariensis,7242.16,225.7200012,70.05276511,0.158333333,24.42942,1.802,0.416062333,3,CE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,shrub
385,Sonchus congestus,Sonchus congestus,10420.549,112.4003358,37.05418976,0.305333333,22.9232425,0.486,0.330598,1.5,CE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
386,Sonchus fauces-orci,Sonchus fauces-orci,3652.062353,182.0507884,43.58268049,0.09,13.01094333,NA,0.297292667,0.5,TE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,shrub
387,Sonchus gummifer,Sonchus gummifer,15281.54269,157.8461,41.58611554,0.1606,22.89282,0.376,0.287958,0.6,TE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
388,Sonchus radicatus,Sonchus radicatus,2585.662105,100.2378083,139.7449932,0.776,12.90514,0.368,0.3362955,0.8,TE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
389,Sonchus tectifolius,Sonchus tectifolius,14632.28533,188.1456807,58.63745686,0.159,15.22421667,NA,0.275657333,0.4,TE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
390,Sonchus tuberifer,Sonchus tuberifer,NA,NA,NA,NA,NA,NA,NA,0.3,TE,Cla,Sonchus,"Lee, Chunghee, et al. ""Chloroplast DNA phylogeny of the woody Sonchus alliance (Asteraceae: Sonchinae) in the Macaronesian Islands."" American Journal of Botany 92.12 (2005): 2072-2085.",Asteraceae,herb
391,Spartocytisus filipes,Cytisus filipes,188.8375,252.2408964,17.35707509,0.09,34.30548667,12.89142857,0.856262,3,CE,Cla,Cytisus,"Cubas, P., C. Pardo, and H. Tahiri. ""Molecular approach to the phylogeny and systematics of Cytisus (Leguminosae) and related genera based on nucleotide sequences of nrDNA (ITS region) and cpDNA (trnL-trnF intergenic spacer)."" Plant Systematics and Evolution 233.3 (2002): 223-242.",Fabaceae,shrub
392,Spartocytisus supranubius,Cytisus supranubius,321.4733333,485.4232016,891.2092242,2.7785,17.12453,13.38,0.693091333,4,CE,Cla,Cytisus,"Cubas, P., C. Pardo, and H. Tahiri. ""Molecular approach to the phylogeny and systematics of Cytisus (Leguminosae) and related genera based on nucleotide sequences of nrDNA (ITS region) and cpDNA (trnL-trnF intergenic spacer)."" Plant Systematics and Evolution 233.3 (2002): 223-242.",Fabaceae,shrub
393,Stachys germanica,Stachys germanica,3639.845,177.4878609,61.6326611,0.522333333,21.00822333,1.426,0.199603333,1.25,NNE,NNE,,,Lamiaceae,herb
394,Stemmacantha cynaroides,Leuzea cynaroides,NA,NA,NA,NA,NA,33.43142857,NA,0.8,TE,non_Cla,,,Asteraceae,herb
395,Suaeda maritima,Suaeda maritima,NA,NA,NA,NA,NA,0.5725,NA,0.45,NNE,NNE,,,Amaranthaceae,herb
396,Suaeda mollis,Suaeda vermiculata,NA,NA,NA,NA,NA,0.171,NA,0.6,NNE,NNE,,,Amaranthaceae,shrub
397,Suaeda vera,Suaeda vera,21.693,137.6757828,114.4762519,0.894,45.63522,0.287,0.564505333,0.5,NNE,NNE,,,Amaranthaceae,shrub
398,Tamarix africana,Tamarix africana,NA,NA,NA,NA,NA,0.1228,NA,3,NNE,NNE,,,Tamaricaceae,tree
399,Tamarix canariensis,Tamarix canariensis,NA,NA,NA,NA,NA,0.342,0.569105,6,NNE,NNE,,,Tamaricaceae,tree
400,Tamus edulis,Dioscorea communis,4169.605,125.8549932,22.06444016,0.168,35.55579,22.9,0.22115,4,MAC,non_Cla,,,Dioscoreaceae,herb
401,Teline canariensis,Genista canariensis,29.215,383.1936385,74.81316675,0.116333333,27.133155,3.762,0.745341,3,CE,Cla,Teline_a,"Percy, Diana M., and Quentin CB Cronk. ""Different fates of island brooms: contrasting evolution in Adenocarpus, Genista, and Teline (Genisteae, Fabaceae) in the Canary Islands and Madeira."" American Journal of Botany 89.5 (2002): 854-864.",Fabaceae,shrub
402,Teline osyrioides,Cytisus osyrioides,48.41913043,356.25,29.94684099,0.25,30.17034,7.772,0.8177635,1.5,TE,Cla,Teline_a,"Percy, Diana M., and Quentin CB Cronk. ""Different fates of island brooms: contrasting evolution in Adenocarpus, Genista, and Teline (Genisteae, Fabaceae) in the Canary Islands and Madeira."" American Journal of Botany 89.5 (2002): 854-864.",Fabaceae,herb
